timestamp,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,lag_1,lag_2,lag_3,lag_24,rolling_3,rolling_24,state,next_hour_demand
2011-01-04 00:00:00,1,0,1,0,0,2,1,1,0.16,0.1818,0.55,0.1045,12.0,20.0,52.0,9.0,28.0,56.916666666666664,0.0,22.00218155162907
2011-01-04 01:00:00,1,0,1,1,0,2,1,1,0.16,0.1818,0.59,0.1045,5.0,12.0,20.0,8.0,12.333333333333334,56.75,0.0,0.0
2011-01-04 02:00:00,1,0,1,2,0,2,1,1,0.14,0.1515,0.63,0.1343,2.0,5.0,12.0,5.0,6.333333333333333,56.5,0.0,0.0
2011-01-04 04:00:00,1,0,1,4,0,2,1,1,0.14,0.1818,0.63,0.0896,1.0,2.0,5.0,2.0,2.6666666666666665,56.333333333333336,0.0,269.8151652773483
2011-01-04 05:00:00,1,0,1,5,0,2,1,1,0.12,0.1515,0.68,0.1045,2.0,1.0,2.0,1.0,1.6666666666666667,56.333333333333336,0.0,0.0
2011-01-04 06:00:00,1,0,1,6,0,2,1,1,0.12,0.1515,0.74,0.1045,4.0,2.0,1.0,3.0,2.3333333333333335,56.458333333333336,1.0,226.04771246453626
2011-01-04 07:00:00,1,0,1,7,0,2,1,1,0.12,0.1515,0.74,0.1343,36.0,4.0,2.0,30.0,14.0,57.833333333333336,2.0,232.65189574850498
2011-01-04 08:00:00,1,0,1,8,0,2,1,1,0.14,0.1515,0.69,0.1642,94.0,36.0,4.0,64.0,44.666666666666664,60.5,3.0,81.96263583265075
2011-01-04 09:00:00,1,0,1,9,0,2,1,1,0.16,0.1515,0.64,0.2239,179.0,94.0,36.0,154.0,103.0,65.29166666666667,2.0,0.0
2011-01-04 10:00:00,1,0,1,10,0,2,1,2,0.16,0.1364,0.69,0.3284,100.0,179.0,94.0,88.0,124.33333333333333,63.041666666666664,1.0,208.72948682326435
2011-01-04 11:00:00,1,0,1,11,0,2,1,1,0.22,0.2121,0.51,0.2985,42.0,100.0,179.0,44.0,107.0,61.125,1.0,57.08609471706767
2011-01-04 12:00:00,1,0,1,12,0,2,1,1,0.22,0.2273,0.51,0.1642,57.0,42.0,100.0,51.0,66.33333333333333,61.666666666666664,1.0,277.0867508895198
2011-01-04 13:00:00,1,0,1,13,0,2,1,1,0.24,0.2273,0.56,0.194,78.0,57.0,42.0,61.0,59.0,62.791666666666664,2.0,0.0
2011-01-04 14:00:00,1,0,1,14,0,2,1,1,0.26,0.2576,0.52,0.2239,97.0,78.0,57.0,61.0,77.33333333333333,64.29166666666667,1.0,71.76039443224113
2011-01-04 15:00:00,1,0,1,15,0,2,1,1,0.28,0.2727,0.52,0.2537,63.0,97.0,78.0,77.0,79.33333333333333,64.375,1.0,137.88338472908026
2011-01-04 16:00:00,1,0,1,16,0,2,1,1,0.3,0.2879,0.49,0.2537,65.0,63.0,97.0,72.0,75.0,63.875,1.0,255.99641624052896
2011-01-04 17:00:00,1,0,1,17,0,2,1,1,0.28,0.2727,0.48,0.2239,83.0,65.0,63.0,76.0,70.33333333333333,64.33333333333333,3.0,36.532051389640856
2011-01-04 18:00:00,1,0,1,18,0,2,1,1,0.26,0.2576,0.48,0.194,212.0,83.0,65.0,157.0,120.0,70.0,3.0,33.70552353083602
2011-01-04 19:00:00,1,0,1,19,0,2,1,1,0.24,0.2576,0.48,0.1045,182.0,212.0,83.0,157.0,159.0,71.04166666666667,2.0,30.893495969321826
2011-01-04 20:00:00,1,0,1,20,0,2,1,1,0.24,0.2576,0.48,0.1045,112.0,182.0,212.0,110.0,168.66666666666666,69.16666666666667,1.0,0.0
2011-01-04 21:00:00,1,0,1,21,0,2,1,1,0.22,0.2727,0.64,0.0,54.0,112.0,182.0,52.0,116.0,66.83333333333333,1.0,114.85814021529352
2011-01-04 22:00:00,1,0,1,22,0,2,1,1,0.22,0.2576,0.64,0.0896,48.0,54.0,112.0,52.0,71.33333333333333,66.66666666666667,1.0,80.32877228171623
2011-01-04 23:00:00,1,0,1,23,0,2,1,1,0.2,0.2273,0.69,0.0896,35.0,48.0,54.0,20.0,45.666666666666664,65.95833333333333,0.0,0.0
2011-01-05 00:00:00,1,0,1,0,0,3,1,1,0.2,0.2576,0.64,0.0,11.0,35.0,48.0,12.0,31.333333333333332,65.58333333333333,0.0,0.0
2011-01-05 01:00:00,1,0,1,1,0,3,1,1,0.16,0.197,0.74,0.0896,6.0,11.0,35.0,5.0,17.333333333333332,65.33333333333333,0.0,0.0
2011-01-05 02:00:00,1,0,1,2,0,3,1,1,0.16,0.197,0.74,0.0896,6.0,6.0,11.0,2.0,7.666666666666667,65.375,0.0,15.825159996643935
2011-01-05 04:00:00,1,0,1,4,0,3,1,1,0.24,0.2273,0.48,0.2239,2.0,6.0,6.0,1.0,4.666666666666667,65.375,0.0,242.71557359536487
2011-01-05 05:00:00,1,0,1,5,0,3,1,1,0.22,0.2273,0.47,0.1642,2.0,2.0,6.0,2.0,3.3333333333333335,65.41666666666667,0.0,0.0
2011-01-05 06:00:00,1,0,1,6,0,3,1,1,0.2,0.197,0.47,0.2239,3.0,2.0,2.0,4.0,2.3333333333333335,65.45833333333333,1.0,117.55225857593302
2011-01-05 07:00:00,1,0,1,7,0,3,1,1,0.18,0.1818,0.43,0.194,33.0,3.0,2.0,36.0,12.666666666666666,66.66666666666667,1.0,69.65676012458742
2011-01-05 08:00:00,1,0,1,8,0,3,1,1,0.2,0.1818,0.4,0.2985,88.0,33.0,3.0,94.0,41.333333333333336,68.83333333333333,3.0,0.0
2011-01-05 09:00:00,1,0,1,9,0,3,1,1,0.22,0.197,0.37,0.3284,195.0,88.0,33.0,179.0,105.33333333333333,73.04166666666667,2.0,0.0
2011-01-05 10:00:00,1,0,1,10,0,3,1,1,0.22,0.197,0.37,0.3284,115.0,195.0,88.0,100.0,132.66666666666666,70.375,1.0,42.65815000893049
2011-01-05 11:00:00,1,0,1,11,0,3,1,1,0.26,0.2273,0.33,0.3284,57.0,115.0,195.0,42.0,122.33333333333333,68.58333333333333,1.0,190.67895841952964
2011-01-05 12:00:00,1,0,1,12,0,3,1,1,0.26,0.2273,0.33,0.3284,46.0,57.0,115.0,57.0,72.66666666666667,68.75,1.0,28.942586441635797
2011-01-05 13:00:00,1,0,1,13,0,3,1,1,0.28,0.2576,0.3,0.2985,79.0,46.0,57.0,78.0,60.666666666666664,69.66666666666667,1.0,226.64493185830764
2011-01-05 14:00:00,1,0,1,14,0,3,1,1,0.3,0.2879,0.28,0.194,71.0,79.0,46.0,97.0,65.33333333333333,69.375,1.0,85.32752819571978
2011-01-05 15:00:00,1,0,1,15,0,3,1,1,0.3,0.2879,0.28,0.194,62.0,71.0,79.0,63.0,70.66666666666667,67.91666666666667,1.0,84.70688654637469
2011-01-05 16:00:00,1,0,1,16,0,3,1,1,0.3,0.3182,0.28,0.0896,62.0,62.0,71.0,65.0,65.0,67.875,1.0,250.98538699964453
2011-01-05 17:00:00,1,0,1,17,0,3,1,1,0.24,0.2273,0.38,0.194,89.0,62.0,62.0,83.0,71.0,68.875,3.0,226.46290192875935
2011-01-05 18:00:00,1,0,1,18,0,3,1,1,0.24,0.2424,0.38,0.1343,190.0,89.0,62.0,212.0,113.66666666666667,73.33333333333333,2.0,267.3289297524761
2011-01-05 19:00:00,1,0,1,19,0,3,1,1,0.24,0.2576,0.38,0.1045,169.0,190.0,89.0,182.0,149.33333333333334,71.54166666666667,2.0,0.0
2011-01-05 20:00:00,1,0,1,20,0,3,1,1,0.22,0.2273,0.47,0.1642,132.0,169.0,190.0,112.0,163.66666666666666,69.45833333333333,1.0,0.0
2011-01-05 21:00:00,1,0,1,21,0,3,1,1,0.2,0.197,0.51,0.194,89.0,132.0,169.0,54.0,130.0,68.5,1.0,55.52889156541176
2011-01-05 22:00:00,1,0,1,22,0,3,1,1,0.18,0.197,0.55,0.1343,43.0,89.0,132.0,48.0,88.0,68.04166666666667,1.0,0.0
2011-01-05 23:00:00,1,0,1,23,0,3,1,1,0.2,0.2576,0.47,0.0,42.0,43.0,89.0,35.0,58.0,67.79166666666667,0.0,7.7957466687663555
2011-01-06 00:00:00,1,0,1,0,0,4,1,1,0.18,0.2424,0.55,0.0,19.0,42.0,43.0,11.0,34.666666666666664,67.125,0.0,200.22468261966097
2011-01-06 01:00:00,1,0,1,1,0,4,1,1,0.16,0.2273,0.64,0.0,11.0,19.0,42.0,6.0,24.0,67.125,0.0,0.0
2011-01-06 02:00:00,1,0,1,2,0,4,1,1,0.16,0.2273,0.64,0.0,4.0,11.0,19.0,6.0,11.333333333333334,67.04166666666667,0.0,91.17131086111277
2011-01-06 04:00:00,1,0,1,4,0,4,1,2,0.16,0.197,0.64,0.0896,2.0,4.0,11.0,2.0,5.666666666666667,66.875,0.0,115.51989199303212
2011-01-06 05:00:00,1,0,1,5,0,4,1,2,0.14,0.1818,0.69,0.0896,1.0,2.0,4.0,2.0,2.3333333333333335,66.83333333333333,0.0,90.32182963083058
2011-01-06 06:00:00,1,0,1,6,0,4,1,2,0.14,0.1667,0.63,0.1045,4.0,1.0,2.0,3.0,2.3333333333333335,66.91666666666667,1.0,226.87460532021322
2011-01-06 07:00:00,1,0,1,7,0,4,1,2,0.16,0.2273,0.59,0.0,36.0,4.0,1.0,33.0,13.666666666666666,68.29166666666667,2.0,164.95806558619552
2011-01-06 08:00:00,1,0,1,8,0,4,1,1,0.16,0.2273,0.59,0.0,95.0,36.0,4.0,88.0,45.0,70.875,3.0,41.648486604979695
2011-01-06 09:00:00,1,0,1,9,0,4,1,2,0.18,0.2424,0.51,0.0,219.0,95.0,36.0,195.0,116.66666666666667,76.33333333333333,2.0,167.4983880281182
2011-01-06 10:00:00,1,0,1,10,0,4,1,1,0.2,0.2576,0.47,0.0,122.0,219.0,95.0,115.0,145.33333333333334,73.29166666666667,1.0,143.92497825411482
2011-01-06 11:00:00,1,0,1,11,0,4,1,1,0.22,0.2576,0.44,0.0896,45.0,122.0,219.0,57.0,128.66666666666666,70.375,1.0,247.92868236037285
2011-01-06 12:00:00,1,0,1,12,0,4,1,1,0.26,0.2879,0.35,0.0,59.0,45.0,122.0,46.0,75.33333333333333,70.45833333333333,1.0,92.02941445526504
2011-01-06 13:00:00,1,0,1,13,0,4,1,1,0.26,0.2727,0.35,0.1045,84.0,59.0,45.0,79.0,62.666666666666664,72.04166666666667,1.0,261.42171100881774
2011-01-06 14:00:00,1,0,1,14,0,4,1,1,0.28,0.2727,0.36,0.1642,67.0,84.0,59.0,71.0,70.0,71.54166666666667,1.0,28.74210850529957
2011-01-06 15:00:00,1,0,1,15,0,4,1,1,0.28,0.2727,0.36,0.0,70.0,67.0,84.0,62.0,73.66666666666667,71.5,1.0,0.0
2011-01-06 16:00:00,1,0,1,16,0,4,1,1,0.26,0.2576,0.38,0.1642,62.0,70.0,67.0,62.0,66.33333333333333,71.5,1.0,0.0
2011-01-06 17:00:00,1,0,1,17,0,4,1,1,0.22,0.2273,0.51,0.1642,86.0,62.0,70.0,89.0,72.66666666666667,72.5,2.0,33.14233267938536
2011-01-06 18:00:00,1,0,1,18,0,4,1,1,0.22,0.2273,0.51,0.1343,172.0,86.0,62.0,190.0,106.66666666666667,75.95833333333333,2.0,208.50338795784808
2011-01-06 19:00:00,1,0,1,19,0,4,1,1,0.22,0.2576,0.55,0.0896,163.0,172.0,86.0,169.0,140.33333333333334,74.83333333333333,2.0,0.0
2011-01-06 20:00:00,1,0,1,20,0,4,1,1,0.2,0.2121,0.51,0.1642,112.0,163.0,172.0,132.0,149.0,72.45833333333333,1.0,0.0
2011-01-06 21:00:00,1,0,1,21,0,4,1,2,0.22,0.2121,0.55,0.2239,69.0,112.0,163.0,89.0,114.66666666666667,69.83333333333333,1.0,300.3709445804866
2011-01-06 22:00:00,1,0,1,22,0,4,1,2,0.22,0.2121,0.51,0.2836,48.0,69.0,112.0,43.0,76.33333333333333,68.125,1.0,122.83912927765432
2011-01-06 23:00:00,1,0,1,23,0,4,1,2,0.2,0.197,0.59,0.194,52.0,48.0,69.0,42.0,56.333333333333336,68.5,0.0,228.1610717114254
2011-01-07 00:00:00,1,0,1,0,0,5,1,2,0.2,0.197,0.64,0.194,23.0,52.0,48.0,19.0,41.0,67.70833333333333,0.0,0.0
2011-01-07 01:00:00,1,0,1,1,0,5,1,2,0.2,0.197,0.69,0.2239,17.0,23.0,52.0,11.0,30.666666666666668,67.625,0.0,0.0
2011-01-07 02:00:00,1,0,1,2,0,5,1,2,0.2,0.197,0.69,0.2239,7.0,17.0,23.0,4.0,15.666666666666666,67.45833333333333,0.0,179.784692767533
2011-01-07 04:00:00,1,0,1,4,0,5,1,2,0.2,0.2121,0.69,0.1343,1.0,7.0,17.0,2.0,8.333333333333334,67.33333333333333,0.0,0.0
2011-01-07 05:00:00,1,0,1,5,0,5,1,3,0.22,0.2727,0.55,0.0,1.0,1.0,7.0,1.0,3.0,67.29166666666667,0.0,44.72008796616178
2011-01-07 06:00:00,1,0,1,6,0,5,1,2,0.2,0.2576,0.69,0.0,5.0,1.0,1.0,4.0,2.3333333333333335,67.45833333333333,1.0,109.59577595137529
2011-01-07 07:00:00,1,0,1,7,0,5,1,1,0.2,0.2121,0.69,0.1343,34.0,5.0,1.0,36.0,13.333333333333334,68.70833333333333,1.0,98.12299772309373
2011-01-07 08:00:00,1,0,1,8,0,5,1,1,0.2,0.197,0.51,0.2537,84.0,34.0,5.0,95.0,41.0,70.70833333333333,3.0,317.05889948890047
2011-01-07 09:00:00,1,0,1,9,0,5,1,1,0.2,0.1818,0.47,0.2985,210.0,84.0,34.0,219.0,109.33333333333333,75.5,2.0,245.67034845068446
2011-01-07 10:00:00,1,0,1,10,0,5,1,1,0.22,0.197,0.37,0.3284,134.0,210.0,84.0,122.0,142.66666666666666,71.95833333333333,1.0,132.0164974078653
2011-01-07 11:00:00,1,0,1,11,0,5,1,2,0.2,0.197,0.4,0.2239,63.0,134.0,210.0,45.0,135.66666666666666,69.5,1.0,55.522985465504334
2011-01-07 12:00:00,1,0,1,12,0,5,1,2,0.2,0.197,0.37,0.2537,67.0,63.0,134.0,59.0,88.0,70.41666666666667,1.0,95.57082934988897
2011-01-07 13:00:00,1,0,1,13,0,5,1,2,0.2,0.1818,0.37,0.2836,59.0,67.0,63.0,84.0,63.0,70.41666666666667,1.0,0.0
2011-01-07 14:00:00,1,0,1,14,0,5,1,2,0.2,0.197,0.4,0.2537,73.0,59.0,67.0,67.0,66.33333333333333,69.95833333333333,1.0,43.81385005583597
2011-01-07 15:00:00,1,0,1,15,0,5,1,2,0.2,0.2121,0.37,0.1642,50.0,73.0,59.0,70.0,60.666666666666664,69.25,1.0,74.62814810821459
2011-01-07 16:00:00,1,0,1,16,0,5,1,2,0.2,0.2121,0.37,0.1642,72.0,50.0,73.0,62.0,65.0,69.33333333333333,1.0,86.51984707549663
2011-01-07 17:00:00,1,0,1,17,0,5,1,2,0.2,0.2576,0.37,0.0,87.0,72.0,50.0,86.0,69.66666666666667,70.375,3.0,223.12432595736698
2011-01-07 18:00:00,1,0,1,18,0,5,1,1,0.2,0.2273,0.4,0.0896,187.0,87.0,72.0,172.0,115.33333333333333,74.58333333333333,2.0,0.0
2011-01-07 19:00:00,1,0,1,19,0,5,1,1,0.16,0.197,0.55,0.0896,123.0,187.0,87.0,163.0,132.33333333333334,72.54166666666667,2.0,0.0
2011-01-07 20:00:00,1,0,1,20,0,5,1,1,0.18,0.2121,0.47,0.1045,95.0,123.0,187.0,112.0,135.0,69.70833333333333,1.0,0.0
2011-01-07 21:00:00,1,0,1,21,0,5,1,1,0.18,0.197,0.47,0.1343,51.0,95.0,123.0,69.0,89.66666666666667,67.16666666666667,1.0,94.5760091482357
2011-01-07 22:00:00,1,0,1,22,0,5,1,2,0.18,0.197,0.43,0.1642,39.0,51.0,95.0,48.0,61.666666666666664,65.91666666666667,1.0,102.55484080172762
2011-01-07 23:00:00,1,0,1,23,0,5,1,2,0.18,0.197,0.51,0.1642,36.0,39.0,51.0,52.0,42.0,65.41666666666667,0.0,98.25175459122181
2011-01-08 00:00:00,1,0,1,0,0,6,0,2,0.18,0.197,0.51,0.1642,15.0,36.0,39.0,23.0,30.0,63.875,0.0,360.0489159890621
2011-01-08 01:00:00,1,0,1,1,0,6,0,2,0.18,0.2121,0.55,0.0896,25.0,15.0,36.0,17.0,25.333333333333332,63.958333333333336,0.0,126.80346020017716
2011-01-08 02:00:00,1,0,1,2,0,6,0,2,0.18,0.2424,0.55,0.0,16.0,25.0,15.0,7.0,18.666666666666668,63.916666666666664,0.0,0.0
2011-01-08 03:00:00,1,0,1,3,0,6,0,3,0.18,0.197,0.55,0.1642,16.0,16.0,25.0,1.0,19.0,64.29166666666667,0.0,315.0373279102613
2011-01-08 04:00:00,1,0,1,4,0,6,0,3,0.18,0.197,0.55,0.1642,7.0,16.0,16.0,1.0,13.0,64.54166666666667,0.0,0.0
2011-01-08 05:00:00,1,0,1,5,0,6,0,2,0.16,0.1667,0.74,0.1642,1.0,7.0,16.0,5.0,8.0,64.54166666666667,0.0,94.99403552967964
2011-01-08 06:00:00,1,0,1,6,0,6,0,2,0.16,0.1667,0.74,0.1642,5.0,1.0,7.0,34.0,4.333333333333333,64.54166666666667,0.0,96.61640352560877
2011-01-08 07:00:00,1,0,1,7,0,6,0,2,0.16,0.1818,0.74,0.1045,2.0,5.0,1.0,84.0,2.6666666666666665,63.208333333333336,0.0,0.0
2011-01-08 08:00:00,1,0,1,8,0,6,0,3,0.16,0.1818,0.93,0.1045,9.0,2.0,5.0,210.0,5.333333333333333,60.083333333333336,0.0,184.5147138379647
2011-01-08 09:00:00,1,0,1,9,0,6,0,3,0.16,0.1818,0.93,0.1045,15.0,9.0,2.0,134.0,8.666666666666666,51.958333333333336,0.0,102.80738989282389
2011-01-08 10:00:00,1,0,1,10,0,6,0,2,0.18,0.197,0.8,0.1642,20.0,15.0,9.0,63.0,14.666666666666666,47.208333333333336,1.0,129.3168189974749
2011-01-08 11:00:00,1,0,1,11,0,6,0,2,0.2,0.1818,0.69,0.3881,61.0,20.0,15.0,67.0,32.0,47.125,1.0,18.32957341168536
2011-01-08 12:00:00,1,0,1,12,0,6,0,2,0.2,0.1818,0.59,0.3582,62.0,61.0,20.0,59.0,47.666666666666664,46.916666666666664,2.0,255.58337840947476
2011-01-08 13:00:00,1,0,1,13,0,6,0,1,0.2,0.1818,0.44,0.3284,98.0,62.0,61.0,73.0,73.66666666666667,48.541666666666664,2.0,0.0
2011-01-08 14:00:00,1,0,1,14,0,6,0,1,0.2,0.1667,0.32,0.4925,102.0,98.0,62.0,50.0,87.33333333333333,49.75,2.0,0.0
2011-01-08 15:00:00,1,0,1,15,0,6,0,1,0.2,0.1667,0.32,0.4478,95.0,102.0,98.0,72.0,98.33333333333333,51.625,1.0,244.02564778296218
2011-01-08 16:00:00,1,0,1,16,0,6,0,1,0.18,0.1364,0.29,0.4478,74.0,95.0,102.0,87.0,90.33333333333333,51.708333333333336,1.0,18.687724765328717
2011-01-08 17:00:00,1,0,1,17,0,6,0,1,0.16,0.1212,0.37,0.5522,76.0,74.0,95.0,187.0,81.66666666666667,51.25,1.0,60.11342994697989
2011-01-08 18:00:00,1,0,1,18,0,6,0,1,0.14,0.1212,0.39,0.2985,69.0,76.0,74.0,123.0,73.0,46.333333333333336,1.0,256.69733100463463
2011-01-08 19:00:00,1,0,1,19,0,6,0,1,0.14,0.1212,0.36,0.2537,55.0,69.0,76.0,95.0,66.66666666666667,43.5,1.0,161.99486339211614
2011-01-08 20:00:00,1,0,1,20,0,6,0,1,0.12,0.1212,0.36,0.2537,30.0,55.0,69.0,51.0,51.333333333333336,40.791666666666664,1.0,111.59781518961525
